Focus Area,Focus Area Value,Desired Outcome,Desired Outcome Value,Coaching Style,Coaching Style Value,Algorithm Scenario,Daily Goal (Day),Daily Goal Prompt,Description (Why),Description (How)
Nutrition & Diet,A,Energy Increase,3,Coach Vincent Fury,a,A3a,19,"Day 19: Slow down, cowboy. Make that meal last 20 minutes. Mindful eating – no shortcuts.","Why: Eating slowly helps you enjoy your food, recognize fullness, and avoid overeating. It's like a culinary meditation for champions.",Day 19: How: Savor every bite and make one meal last a full 20 minutes – it's mealtime mindfulness!
Nutrition & Diet,A,Energy Increase,3,Coach Vincent Fury,a,A3a,20,Day 20: Green is the way to go. Slam something green with two of your meals today.,Why: Green veggies are nutrient-packed and low in calories. They're your secret weapon for staying full and healthy.,Day 20: How: Greenify your meals and add something green to two of them today – green means go for health!
Nutrition & Diet,A,Energy Increase,3,Coach Vincent Fury,a,A3a,21,"Day 21: Size matters, and I ain't talking about muscles. Smaller plate, smaller portions. Do it for one meal.",Why: Smaller plates trick your brain into satisfaction with less food. It's the champion's strategy for portion control.,"Day 21: How: Grab a smaller plate and serve yourself smaller portions for one meal – size does matter, champ!"
Nutrition & Diet,A,Energy Increase,3,Coach Vincent Fury,a,A3a,22,Day 22: Snack like a boss. Cut-up veggies or nuts – grab 'em and go. No excuses.,Why: Healthy snacks keep your energy stable and banish those pesky unhealthy cravings. Champions stay fueled and ready for action.,"Day 22: How: Snack like a pro with cut-up veggies or a handful of nuts – grab 'em and go, snacking superstar!"
Nutrition & Diet,A,Energy Increase,3,Coach Vincent Fury,a,A3a,23,"Day 23: Yeah, I said it. Check your pee. If it's not clear, you're not hydrated. Simple as that.",Why: Hydration is your body's lifeline. Clear pee means you're flushing out toxins and operating at your peak performance.,"Day 23: How: Give your pee a glance – clear pee is the way. If it's dark yellow, it's time to hydrate, champ!"
Nutrition & Diet,A,Energy Increase,3,Coach Vincent Fury,a,A3a,24,Day 24: Ignorance is not bliss. Read those damn labels. Know what you're putting in your body.,Why: Reading labels helps you make informed choices. You'll dodge hidden sugars and other diet landmines like a pro.,"Day 24: How: Label detective mode: inspect every single thing you eat – knowledge is your power, detective champion!"
Nutrition & Diet,A,Energy Increase,3,Coach Vincent Fury,a,A3a,25,Day 25: Fiber up. Aim for 15g today. Don't be weak.,"Why: Fiber keeps your digestive system in top shape, helps with weight management, and stabilizes blood sugar levels. Champions have strong foundations.","Day 25: How: Fiber up, champion – aim for a solid 15g of fiber today!"
Nutrition & Diet,A,Energy Increase,3,Coach Vincent Fury,a,A3a,26,"Day 26: Protein power. One meal, 30g or more. Show your body who's boss.","Why: Protein is your muscle's best friend. It builds and repairs, boosts metabolism, and keeps you satisfied. Champions prioritize protein.",Day 26: How: Bring on the protein – aim for 30g or more in one meal and show your body who's boss!
Nutrition & Diet,A,Energy Increase,3,Coach Vincent Fury,a,A3a,27,"Day 27: Snack like a damn champion. Greek yogurt and berries – protein and fiber, no compromise.","Why: Greek yogurt and berries make a dream team for your snacking game. Protein keeps you full, and fiber keeps your system humming.",Day 27: How: Snack like a boss with Greek yogurt and berries – it's a protein and fiber powerhouse!
Nutrition & Diet,A,Energy Increase,3,Coach Vincent Fury,a,A3a,28,"Day 28: No more boring snacks. Try something new, something healthy. Shake things up.",Why: Variety keeps your taste buds entertained and ensures you get a diverse range of nutrients. Sticking to the same old won't get you to the championship.,"Day 28: How: Dare to be different – try a new, healthy snack today, champion of culinary exploration!"
Nutrition & Diet,A,Energy Increase,3,Coach Vincent Fury,a,A3a,29,Day 29: Fill that shaker with protein. Drink like you mean it. Get that high protein snack in.,"Why: Protein shakes are a quick and easy way to meet your protein goals. They support muscle recovery and growth, essential for champions.",Day 29: How: Fill up your shaker with protein and drink it down – you're the protein shake pro!
Nutrition & Diet,A,Energy Increase,3,Coach Vincent Fury,a,A3a,30,"Day 30: You made it, but this ain't the end. Enjoy that treat meal, but keep it in check. Portion control is the name of the game, not stuffing your face.","Why: Treat meals are your reward, but don't let them derail your progress. Portion control lets you savor the moment without going overboard.","Day 30: How: You made it, champ! Enjoy that treat meal, but be the portion control maestro – it's about portions, not just the goodies!"
Nutrition & Diet,A,Energy Increase,3,Coach Vincent Fury,a,A3a,31,Shuffle 1: Don't be a damn lazy civilian; make it your mission to inspect every damn label on the crap you're about to eat today and take control!,"Why: Knowledge is your damn power, and understanding what's in your food gives you control over your health, no excuses.",How: Start by damn well making it a routine to scrutinize those food labels before you eat anything.
Nutrition & Diet,A,Energy Increase,3,Coach Vincent Fury,a,A3a,32,"Shuffle 2: Stop poisoning your body with that sugar bullshit, grab those labels, and show some damn discipline by choosing the lowest sugar crap you can find today!","Why: Sugar's your enemy, it can wreck your progress, but by cutting back on this crap, you'll have more energy, focus, and long-term health to dominate life.","How: Be a relentless sugar detective, scan those labels, and opt for products that don't have those sneaky sugars hiding in there; avoid ""sucrose"" and ""high fructose corn syrup"" like the plague."
Nutrition & Diet,A,Energy Increase,3,Coach Vincent Fury,a,A3a,33,"Shuffle 3: You want to be a beast? Well, fuel that machine with at least 20 grams of hardcore, high-quality protein with every damn meal today, and dominate!","Why: Protein is your body's damn building block, it repairs, boosts, and satisfies you; it's the fuel for your relentless pursuit of greatness.","How: Load up on that high-quality protein – think lean meats, fish, or plant-based sources – aim for at least 20 grams with every meal, and make damn sure you don't skip any"
Nutrition & Diet,A,Weight Loss,1,Coach Grace Shah,b,A1b,1,Day 1: Begin your journey with a simple act of self-care by drinking a glass of water before you sit down for lunch.,"Supports bodily functions, kickstarting your health journey.",Begin your day with a glass of water before lunch.
Nutrition & Diet,A,Weight Loss,1,Coach Grace Shah,b,A1b,2,Day 2: Nurture your well-being by choosing to replace one sugary beverage today with the refreshing simplicity of water or soothing herbal tea.,Reduces sugar intake and creates space for vitality.,Replace one sugary beverage with water or herbal tea.
Nutrition & Diet,A,Weight Loss,1,Coach Grace Shah,b,A1b,3,Day 3: Embrace the wisdom of nature's greens by incorporating a serving of leafy greens into either your lunch or dinner.,Provides essential nutrients and symbolizes growth and renewal.,Incorporate leafy greens into your meals.
Nutrition & Diet,A,Weight Loss,1,Coach Grace Shah,b,A1b,4,Day 4: Cultivate a healthier relationship with snacking by trading a processed snack for a handful of nourishing nuts or a piece of whole fruit.,Honors your body's need for nourishment over empty calories.,Replace processed snacks with nuts or whole fruit.
Nutrition & Diet,A,Weight Loss,1,Coach Grace Shah,b,A1b,5,"Day 5: As you embark on this transformative journey, prepare a salad for one of your meals today, even if it's a convenient bag of pre-mixed greens.",Symbolizes your commitment to nurturing your body.,Prepare a nourishing salad.
Nutrition & Diet,A,Weight Loss,1,Coach Grace Shah,b,A1b,6,"Day 6: Fuel your inner strength with conscious choices; opt for lean protein sources like chicken, fish, or tofu as the cornerstone of your main meal.","Fuels your vitality, grounding you in resilience.","Choose lean protein like chicken, fish, or tofu."
Nutrition & Diet,A,Weight Loss,1,Coach Grace Shah,b,A1b,7,"Day 7: Dedicate time to self-care by planning and preparing your lunch or dinner today, setting a mindful tone for the week ahead.",Instills discipline and sets the tone for mindful eating.,Dedicate time to planning and preparing your meals.
Nutrition & Diet,A,Weight Loss,1,Coach Grace Shah,b,A1b,8,"Day 8: Make a profound shift in your nutrition by choosing whole grains like brown rice, whole wheat bread, or quinoa over processed alternatives.",Offers sustained energy and harmonizes with nature.,Embrace whole grains like brown rice and quinoa.
Nutrition & Diet,A,Weight Loss,1,Coach Grace Shah,b,A1b,9,Day 9: Embrace new experiences and flavors on your health journey by trying a new fruit or vegetable that has been waiting to delight your palate.,Enhances your journey towards holistic health.,Try a new fruit or vegetable for a fresh experience.
Nutrition & Diet,A,Weight Loss,1,Coach Grace Shah,b,A1b,10,Day 10: Celebrate the vibrant spectrum of nutrients available to you by adding a colorful fruit or vegetable to one of your meals today.,Celebrates nature's abundance and promotes well-being.,Add colorful fruits or vegetables to your meals.
Nutrition & Diet,A,Weight Loss,1,Coach Grace Shah,b,A1b,11,Day 11: Deepen your connection to nourishment and the healing power of fresh ingredients by cooking a homemade meal instead of ordering takeout.,Aligns choices with the rhythms of nature.,Cook homemade meals with fresh ingredients.
Nutrition & Diet,A,Weight Loss,1,Coach Grace Shah,b,A1b,12,"Day 12: Elevate your culinary wisdom by using herbs and spices to infuse flavor into your dishes, replacing excessive salt and calorie-laden sauces.",Elevates culinary creations while respecting balance.,Enhance dishes with herbs and spices.
Nutrition & Diet,A,Weight Loss,1,Coach Grace Shah,b,A1b,13,"Day 13: Honor your body by preparing one of your meals today with a healthful oil like olive or avocado oil, igniting the flow of vitality within.",Supports overall well-being and inner harmony.,Use healthy oils like olive or avocado.
Nutrition & Diet,A,Weight Loss,1,Coach Grace Shah,b,A1b,14,Day 14: Create a harmonious balance in your evening meal by filling at least a quarter of your plate with nourishing vegetables.,Reflects the equilibrium you seek and emphasizes plant-based nutrition.,Allocate a quarter of your plate to vegetables.
Nutrition & Diet,A,Weight Loss,1,Coach Grace Shah,b,A1b,15,Day 15: Nurture your body's natural vitality by choosing a whole piece of fruit over processed snacks for your snack today.,Respects your body's wisdom and fosters well-being.,Opt for whole fruit as a snack.
Nutrition & Diet,A,Weight Loss,1,Coach Grace Shah,b,A1b,16,Day 16: Blend your intentions with the essence of nature; create a smoothie with fruits or vegetables and a source of protein like yogurt or protein powder.,Aligns physical and spiritual energies and awakens healing abilities.,"Create smoothies with fruits, vegetables, and protein."
Nutrition & Diet,A,Weight Loss,1,Coach Grace Shah,b,A1b,17,Day 17: Free yourself from the hold of excess sugar by replacing one sugary snack or beverage with an unsweetened or 0-calorie sweetened option.,Invites balance and clarity on your health journey.,Replace sugary snacks or beverages with alternatives.
